comsol_index,frequency_real_Hz,frequency_imag_Hz,Q,Eoz1,Eoz0,Eoz_1,Eof1,Eof0,Eof_1,Forward,Backward,pml_fraction
11,1018.87913720601,19.9216940042734,25.5721008712273,2.06760051341275e-06,2.14244208544862e-07,2.06497127718175e-06,7.18611630080282e-06,2.31486843316964e-07,7.19120256315748e-06,0.475658623190428,0.491903064822274,NaN
12,1020.03663306087,26.0345693526171,19.5900423633919,7.28507317495959e-06,3.58286519741957e-13,7.23944976695462e-06,7.01823694260926e-06,8.33354960294733e-13,7.04312211403696e-06,0.501570552395266,0.499115092530974,NaN
13,1020.03957374781,26.8459801358728,18.9979946454774,1.13268483471087e-05,7.23215910031182e-08,1.12804725595973e-05,3.26462129190582e-06,8.19954115897031e-08,3.28888860958336e-06,0.499427993552051,0.491992868345852,NaN
14,1026.62243326507,37.2884632486096,13.7659525738615,8.26526054307169e-06,2.71791825103684e-13,8.25584417456178e-06,8.51551433786099e-06,1.29818822205849e-12,8.53833178581671e-06,0.50028497175958,0.499330979526805,NaN
15,1031.40871742524,39.5612242532819,13.0356016136138,4.01875539819397e-06,1.9139476121115e-07,3.99687790291676e-06,1.27156642993854e-05,2.25046214497325e-07,1.2750337130273e-05,0.48967243290466,0.494945339540406,NaN
16,1034.19556056885,50.2397463958961,10.2926033147067,1.00665616981329e-05,8.10748474675583e-13,9.99266414171408e-06,9.71752206448745e-06,1.25079445801553e-12,9.74345956157964e-06,0.501841963973923,0.499333570456056,NaN
17,1034.410364588,51.7113661672873,10.0017698356843,1.50371585106671e-05,9.06810879983338e-08,1.49563127484441e-05,4.83715233371269e-06,1.16771839909864e-07,4.88350330858238e-06,0.499836536431841,0.491709071549721,NaN
18,1043.72266663492,65.250424551186,7.99782280202765,1.24669692307099e-05,3.47730130237849e-13,1.24282459998703e-05,1.27846416750997e-05,6.45561613416859e-13,1.28397620212257e-05,0.500777717368777,0.498924443453356,NaN
19,1048.92402248365,66.2548875538234,7.9158237317325,6.72109284849094e-06,1.30553977262622e-07,6.69400656994545e-06,1.8581430963505e-05,1.72739491492534e-07,1.86195420802548e-05,0.496180778597584,0.4971791589069,NaN
20,1052.85799042772,82.1075565504654,6.41145611111083,1.38604375302011e-05,2.7196988686621e-12,1.35422023701989e-05,1.32426642451144e-05,5.49205536501677e-12,1.34241840470801e-05,0.505806601296,0.496596424619686,NaN
21,1053.38448303693,84.038138699352,6.26730017668189,1.9529662720013e-05,7.84401827398221e-08,1.92109094670994e-05,7.27936305801708e-06,1.20938124142607e-07,7.47822555166892e-06,0.503095301187524,0.489252947435066,NaN
22,1065.48137796889,96.6176539685961,5.51390628008419,1.51182240917955e-05,1.26877405339351e-12,1.52645817527119e-05,1.57001055681801e-05,4.14873388545663e-13,1.54935413470535e-05,0.497591418575237,0.503310991562918,NaN
23,1069.5752370047,94.4514732494166,5.66203575343017,9.18284615989863e-06,7.61936253572257e-08,9.3104505756674e-06,2.18098812678681e-05,1.21272408756075e-07,2.16344786627599e-05,0.494512556964007,0.50062124883131,NaN
24,1079.98495676393,141.612179780691,3.81317821121198,1.56695841653903e-05,5.90674061138604e-12,1.64928263754196e-05,1.69582844088131e-05,1.16040771492299e-11,1.60836216812421e-05,0.487201706095181,0.51323547760742,NaN
25,1080.48945953416,135.161682825722,3.99702577293059,2.17632931616739e-05,3.00367817219066e-08,2.20719552509455e-05,1.12381051312167e-05,6.26873793719085e-08,1.08780786271088e-05,0.496139328976286,0.50670320691459,NaN
26,1080.51426299909,140.807269248056,3.83685540089403,1.07810304215898e-05,2.53231976910915e-08,1.13002017409847e-05,2.19198519487719e-05,3.80831664440973e-08,2.09603427675356e-05,0.487684772498192,0.510734657356353,NaN
27,1082.7405947262,134.761747218807,4.01724011847442,1.69034464466363e-05,4.86667380216248e-12,1.74263495919142e-05,1.68099762194726e-05,1.61775010854728e-11,1.66378329183152e-05,0.492384051200949,0.502573068981822,NaN
